feature_id,condition_rtn,layer_rtn,corr_rtn,firing_rate_rtn,mean_activation_rtn,max_activation_rtn,active_rtn,survived_>0.9_rtn,damaged_<0.5_rtn,condition_prune,layer_prune,corr_prune,firing_rate_prune,mean_activation_prune,max_activation_prune,active_prune,survived_>0.9_prune,damaged_<0.5_prune,damage_rtn,damage_prune,rtn_survived,prune_survived,rtn_non_survived,prune_non_survived,rtn_damaged,prune_damaged,rtn_degraded,prune_degraded
66,RTN INT6,12,0.9876381364338594,0.0028461821556579,0.0231842144349035,26.24065589904785,True,True,False,Magnitude pruning matched INT6,12,0.9830885596371608,0.0028461821556579,0.0231842144349035,26.24065589904785,True,True,False,0.012361863566140552,0.016911440362839203,True,True,False,False,False,False,False,False
67,RTN INT6,12,0.991649068559023,0.0011340725806451,0.0082140530479134,33.992332458496094,True,True,False,Magnitude pruning matched INT6,12,0.9836190537683274,0.0011340725806451,0.0082140530479134,33.992332458496094,True,True,False,0.008350931440976983,0.016380946231672633,True,True,False,False,False,False,False,False
68,RTN INT6,12,0.9076251419339876,0.0032602086533538,0.0138716529530253,12.280414581298828,True,True,False,Magnitude pruning matched INT6,12,0.8404832884053245,0.0032602086533538,0.0138716529530253,12.280414581298828,True,False,False,0.09237485806601242,0.1595167115946755,True,False,False,True,False,False,False,True
70,RTN INT6,12,0.8734277863801022,0.0021541378648233,0.011758931414155,24.678543090820312,True,False,False,Magnitude pruning matched INT6,12,0.8061752985040969,0.0021541378648233,0.011758931414155,24.678543090820312,True,False,False,0.1265722136198978,0.19382470149590314,False,False,True,True,False,False,True,True
72,RTN INT6,12,0.983149156194566,0.00459229390681,0.0361259298268429,30.78763771057129,True,True,False,Magnitude pruning matched INT6,12,0.976050701692754,0.00459229390681,0.0361259298268429,30.78763771057129,True,True,False,0.016850843805434,0.023949298307246014,True,True,False,False,False,False,False,False
75,RTN INT6,12,0.8058727234284199,0.0073024673579109,0.0275790212447986,8.893148422241211,True,False,False,Magnitude pruning matched INT6,12,0.7406103999714341,0.0073024673579109,0.0275790212447986,8.893148422241211,True,False,False,0.19412727657158013,0.2593896000285659,False,False,True,True,False,False,True,True
76,RTN INT6,12,0.7500547238307981,0.0020341301843317,0.0080297437557999,13.98878288269043,True,False,False,Magnitude pruning matched INT6,12,0.7216758963280033,0.0020341301843317,0.0080297437557999,13.98878288269043,True,False,False,0.24994527616920192,0.27832410367199667,False,False,True,True,False,False,True,True
80,RTN INT6,12,0.7690781513450575,0.0050723246287762,0.018593461176927,21.80769920349121,True,False,False,Magnitude pruning matched INT6,12,0.6588715028506827,0.0050723246287762,0.018593461176927,21.80769920349121,True,False,False,0.23092184865494247,0.34112849714931726,False,False,True,True,False,False,True,True
84,RTN INT6,12,0.9454658702432768,0.0011280721966205,0.0051173527028337,9.665568351745604,True,True,False,Magnitude pruning matched INT6,12,0.898531797161831,0.0011280721966205,0.0051173527028337,9.665568351745604,True,False,False,0.054534129756723226,0.10146820283816904,True,False,False,True,False,False,False,True
87,RTN INT6,12,0.8926425016926183,0.1139892953149001,0.5490465152577612,16.262813568115234,True,False,False,Magnitude pruning matched INT6,12,0.8539238282929772,0.1139892953149001,0.5490465152577612,16.262813568115234,True,False,False,0.10735749830738173,0.1460761717070228,False,False,True,True,False,False,True,True
